,name,builtdate
2011,古美西路420弄,1995年建
2012,古美八村,1993年建
2013,平吉一村,1995年建
2014,宝虹公寓,1998年建
2015,龙柏四村,1996年建
2016,东苑佳佳花园,1998年建
2017,春申丽园,2009年建
2018,梧柏小区,1995年建
2019,静安新城（三区）,1997年建
2021,星丰苑,1998年建
2022,罗阳七村,1996年建
2023,古美十村,1998年建
2025,龙柏三村,1997年建
2026,欧风花都,2004年建
2027,莲花公寓（闵行）,1999年建
2028,海联花苑,2002年建
2029,古美西路316弄,1997年建
2030,万科城市花园,1994年建
2031,古美七村,1997年建
2032,风度国际,2005年建
2033,新梅花苑,1995年建
2034,龙柏公寓,1996年建
2035,新明星花园,2003年建
2037,江南星城,2005年建
2038,新时代富嘉花园,2008年建
2040,静安新城（四区）,1998年建
2041,世博家园十一街坊,2006年建
2042,金铭福邸四期,2006年建
2043,金泉苑（闵行）,2007年建
2044,浦江丽都,2008年建
2046,银春小区,2004年建
2047,上海康城,2006年建
2048,罗秀新苑,1996年建
2049,丹桂南苑,1999年建
2050,黎安一村,1994年建
2052,龙柏城市花园,1998年建
2053,南洋博仕欣居,2005年建
2054,豪世盛地,2000年建
2055,佳信花苑,1995年建
2056,紫藤一村,1993年建
2057,中祥哥德堡,2004年建
2058,新梅广场,2000年建
2061,嘉和花苑,2001年建
2062,锦鸿公寓,1998年建
2064,古北虹苑,1997年建
2065,东苑半岛花园（公寓）,2001年建
2066,沧源小区,1994年建
2067,金坤花园,2002年建
2068,鹤庆苑,2000年建
2069,平阳三街坊,2003年建
2071,振宏小区,1996年建
2072,大上海国际花园（十四区）,1999年建
2075,颛溪五村,1995年建
2076,虹鹿花苑,1994年建
2077,永怡公寓,2002年建
2078,茂盛城市花园,1999年建
2079,红明一村,1994年建
2080,万兆家园（一期）,2000年建
2081,众众德尚世嘉,2008年建
2082,绿地新干线,2005年建
2083,九歌上郡,2006年建
2084,蓝色港湾（公寓）,2004年建
2085,俊领国际酒店公寓,2006年建
2087,欣佳宝邸,2011年建
2088,万源新城,2005年建
2089,万源城尚郡,2012年建
2092,万科城花新园,2011年建
2093,航华三村三街坊,1995年建
2094,青杉路318弄,1998年建
2095,静安新城（五区）,1998年建
2096,嘉富丽苑,2003年建
2097,龙柏二村,1994年建
2099,银都新村（1至7区）,1995年建
2100,虹浦新城,2008年建
2102,平阳绿家园,2001年建
2103,东苑怡景园,2003年建
2104,金汇华光城,2000年建
2105,水清嘉苑,2011年建
2106,虹田苑,2005年建
2107,奥森花苑,1997年建
2108,朱梅小区,1997年建
2109,南洋瑞都剑桥府邸（公寓）,2006年建
2111,紫藤新园,2001年建
2113,大上海国际花园（十六区）,1999年建
2115,平南三四村,1995年建
2117,万科假日风景（公寓）,2004年建
2118,上海春城,2004年建
2119,颛溪七村,1998年建
2120,牡丹新村,1993年建
2121,航东路750弄,1995年建
2122,柏林春天,2003年建
2124,金都花好悦园,2000年建
2125,罗阳四村,1996年建
2126,西郊英园,2010年建
2128,夏朵小城,2005年建
2129,瑞和新苑,2008年建
2131,红旗五村,1987年建
2132,丽都城假日景苑,2009年建
2134,静安新城（十区）,1997年建
2135,锦绣江南（一期）,2002年建
2137,海申花园,1999年建
2139,东方明珠小区,1996年建
2142,航华三村四街坊,1997年建
2144,蔷薇新村,1995年建
2145,金色西郊城,
2146,航华一村,1994年建
2147,万科阳光苑,2008年建
2148,中梅苑,2005年建
2149,龙柏西郊公寓,1997年建
2150,颛溪十村,1998年建
2151,莘城苑,1998年建
2152,高华小区,1979年建
2158,信利苑,1998年建
2159,紫薇苑,2015年建
2161,驰骋小区,1995年建
2162,金铭文博水景（公寓）,2014年建
2165,新时代花园,2004年建
2167,华光花园,1996年建
2170,古龙苑,1999年建
2171,平阳三村,1995年建
2173,金汇花园四街坊,1995年建
2176,鹤北新村,1995年建
2177,南方城,2004年建
2178,望族苑,2000年建
2181,航华四村,1994年建
2184,皇都花园（公寓）,2003年建
2187,白雪公主,2004年建
2189,新华小区,1991年建
2195,世纪苑,2000年建
2196,春江锦庐,2005年建
2198,京润花园,1995年建
2199,梅陇二村,1989年建
2200,新梅公寓,1999年建
2205,东兰兴城（惠兰苑）,2002年建
2206,名都城（公寓）,1998年建
2207,望族新苑,2005年建
2212,环镇南路91号,1990年建
2216,东方御花园,2001年建
2218,龙柏四村三小区,
2222,嘉丰公寓,1996年建
2223,鸿禧花园,1998年建
2227,东兰路37弄,1987年建
2229,古美四村,1995年建
2231,和嘉公寓,2002年建
2233,金塔新村,1994年建
2234,大上海国际花园（十三区）（别墅）,
2237,海上新村,1996年建
2238,紫藤二村,1994年建
2239,静安新城（七区）,2003年建
2241,华丰苑(阳光新居),2003年建
2243,大上海国际花园（十二区）,1996年建
2244,一品漫城（一期）（公寓）,2008年建
2245,颛溪八村,1997年建
2247,贵峰苑,2003年建
2248,莘梓苑,2002年建
2250,新梅莘苑,2005年建
2257,古美一村,1994年建
2260,西班牙名园,2004年建
2261,鹤明小区,1985年建
2262,荣顺苑,2003年建
2266,佳宝一村,1994年建
2269,同济华城,2006年建
2270,泰景苑,1999年建
2273,浦江世博家园四街坊,2005年建
2277,水清三村,1996年建
2280,静安新城（十二区）,1999年建
2281,正峰苑,2004年建
2286,万顺水原墅（公寓）,2012年建
2287,聚缘中庭,2013年建
2288,闵浦新苑四村,2009年建
2289,浦江世博家园十二街坊,2007年建
2291,罗阳二村,1998年建
2292,浦江世博家园七街坊,2006年建
2293,龙柏井亭公寓,2010年建
2294,安宁欧洲花园,2000年建
2297,凤庆小区,1989年建
2298,红旗三村,1989年建
2301,虹梅新苑,2011年建
2303,古美小区,1992年建
2305,海星公寓,1995年建
2311,春申景城（公寓）,2008年建
2313,高兴花园,1996年建
2314,静安新城（六区）,2006年建
2315,水语人家,2010年建
2316,绿梅三村,1993年建
2317,马桥镇西街19号,
2318,宝仪花苑,1996年建
2319,鹤坡路83弄,1995年建
2320,盛园（公寓）,2006年建
2323,大上海国际花园（九区）,1999年建
2326,沁春园一村,1997年建
2327,古美公寓,2000年建
2330,平阳一村,1996年建
2331,水清二村,1997年建
2334,鹤北新苑,1999年建
2335,金铭新水岸,2004年建
2336,浦江世博家园十三街坊,2006年建
2337,金铭福邸,2003年建
2338,浦润苑,2012年建
2343,鸿发家园,2005年建
2346,万科桂馨苑,2003年建
2349,浦江世博家园八街坊,2006年建
2353,富丽公寓（东区）,1995年建
2358,青年路188号,1993年建
2360,紫藤居（公寓）,2004年建
2361,东兰兴城（东兰新村）,1996年建
2363,华梅花苑,1995年建
2364,新都名园,2010年建
2367,金汇福邸,2003年建
2372,平阳新村四街坊,1997年建
2373,万科优诗美地,1999年建
2377,中友嘉园,2005年建
2381,莲花苑,1998年建
2382,莘城公寓,2002年建
2384,平南一二村,1994年建
2386,景谷苑,2000年建
2387,浦江智汇园,2010年建
2389,浦江世博家园十五街坊,2006年建
2399,当代艺墅,2000年建
2402,莲浦花苑,1998年建
2405,龙柏易居公寓,
2406,锦绣江南（四期）,2005年建
2408,黎明花园,1994年建
2411,繁盛苑,2003年建
2412,通海二小区,1997年建
2414,阳明国际花苑,2004年建
2416,莘闵花园,1997年建
2418,万兆家园（五期）,2004年建
2419,碧春园,1997年建
2422,万兆家园（三期）,2002年建
2423,北松路47号,1991年建
2424,莘映象,2009年建
2426,景舒苑十村,2007年建
2427,复地北桥城（都市路399弄）（公寓）,2006年建
2428,东苑绿世界花园（三期）,2003年建
2429,新建路8号,1989年建
2432,学院新村,1997年建
2434,新空间家园,2003年建
2435,天恒名城,2008年建
2436,红旗小区,1990年建
2437,流晶逸彩,2002年建
2438,长岛别墅,2004年建
2439,聚缘北庭,2013年建
2441,合生城邦四街坊,2012年建
2443,虹桥明珠公寓,1998年建
2444,绿水家园,2005年建
2445,龙柏五村,1996年建
2448,新园大楼,1996年建
2453,阳光美景城,2003年建
2457,金泰公寓,1996年建
2460,东苑绿世界花园（一期）,2000年建
2467,东苑绿世界花园（二期）,2000年建
2469,红旗四街坊,2001年建
2470,金汇花园一街坊,1994年建
2471,好世凤凰城,2004年建
2477,剑桥景苑,2003年建
2485,龙柏七村,1994年建
2496,美丽家园,1998年建
2498,雅致公寓（莘庄）,1998年建
2499,静安新城（八区）,1999年建
2501,虹桥帝梵尼,2006年建
2512,万源城逸郡,2008年建
2513,秀枫翠谷,1994年建
2514,古美五村,1996年建
2519,虹桥晶典苑,2011年建
2526,浦江世博家园二街坊,2006年建
2527,开城新村,1993年建
2530,水清一村,1993年建
2531,南国花园,1995年建
2534,奥森公寓,1999年建
2540,惠明苑,2008年建
2544,富丽公寓（西区）,1994年建
2546,上虹新村,1994年建
2556,嘉丰花苑,
2561,小富人家,2003年建
2570,天鸿公寓,2008年建
2582,三佳花苑,1994年建
2583,航华三村一街坊,1994年建
2584,电机一二村,1990年建
2586,春申五村,1997年建
2587,新浦江城（浦锦路1658弄）,2010年建
2588,都市富苑,2011年建
2595,浦江宝邸,2010年建
2596,聚缘南庭,2013年建
2599,君莲新城广润苑,2011年建
2600,虹桥紫京苑（公寓）,2000年建
2605,静安新城（十一区）,1997年建
2606,银都新村（8至10区）,1995年建
2609,平吉二村,1998年建
2610,蒲汇新村,1992年建
2619,锦绣江南（二期）,2004年建
2630,臻果国际,2005年建
2654,浦江颐城（公寓）,2013年建
2657,清馨苑,1997年建
2659,中景水岸,2012年建
2662,龙柏六村,1995年建
2664,永德小区,1985年建
2666,吴中路940弄,1994年建
2667,莲花河畔景苑,2010年建
2668,君莲新城中城苑,2008年建
2670,蔷薇五村,1995年建
2672,景舒苑六村,2006年建
2673,景舒苑三村,2006年建
2675,吴泾新村,1993年建
2678,金硕河畔景园,2008年建
2679,虹景苑,2001年建
2680,东方花园（三期）,2008年建
2682,莘松三村,1988年建
2684,东苑新天地,2003年建
2686,莘松二村,1986年建
2688,广海花园,2000年建
2691,益文苑,2002年建
2692,大上海国际花园（六区）,1994年建
2695,金平小区,1999年建
2696,三佳苑,
2697,康乐花园（闵行）,2010年建
2700,万兆家园（二期）（公寓）,2002年建
2706,半岛豪门（公寓）,2007年建
2707,畅馨园,2007年建
2710,南方公寓,1998年建
2711,红春一公寓,1994年建
2718,春晖小区（航华二村三街坊）,1995年建
2723,平阳二村,1997年建
2725,佳宝四村,1997年建
2732,佳宝二村,1994年建
2734,金虹桥井亭苑,2005年建
2737,梅陇一村,1989年建
2739,沁春园三村,2005年建
2742,春馨苑,1999年建
2744,程家桥路221弄,1999年建
2745,古北新城,1996年建
2747,紫欣公寓,2003年建
2749,枫泽苑,2008年建
2754,凯利大楼,1998年建
2757,华丽家园,2002年建
2764,海叶公寓,1999年建
2769,申莘三村,1998年建
2770,华光公寓,1995年建
2774,大上海国际花园（一区）,1994年建
2782,万源城御溪（别墅）,2008年建
2790,一品漫城（一期）（别墅）,2008年建
2791,虹梅景苑四街坊,2011年建
2793,龙吴路5599弄,2003年建
2795,东方花园（一期）,1999年建
2813,虹桥衡园,1996年建
2818,鹤北新村二街坊,1999年建
2823,沙申新村,1994年建
2828,茂盛花苑,1994年建
2839,航华二村,1996年建
2841,东兰小区,1989年建
2842,汽轮小区,1981年建
2844,浦江馨都,2013年建
2846,丹桂花园,1997年建
2853,欣源公寓,1995年建
2857,电机五村,1979年建
2862,益文路79弄,1995年建
2866,蓼花汀花园（公寓）,2005年建
2869,红旗花苑,1998年建
2873,佳宝三村,1994年建
2874,复地北桥城（都市路388弄）（别墅）,2010年建
2876,大上海国际花园（十三区）（公寓）,1999年建
2883,汇金公寓,2003年建
2885,莘南花苑一村,1997年建
2886,华漕新村,1995年建
2889,复泰景苑,2004年建
2895,爱庐世纪新苑,2007年建
2897,名都古北,2006年建
2898,振虹苑,2005年建
2904,氯碱小区,1990年建
2907,牡丹公寓,1996年建
2914,黎安四村,1997年建
2915,水清苑,1995年建
2917,朱行新四村,1994年建
2918,汇颂南苑,2008年建
2919,今天花园,2003年建
2920,春辉新村,2002年建
2925,奥玎宫廷别墅,2001年建
2926,明申花园（别墅）,2003年建
2932,大上海国际花园酒店公寓,2008年建
2933,鹤坡路84弄,1994年建
2934,日月华城,2007年建
2935,富岩路8号,1994年建
2936,西街2号,1996年建
2937,康诗丹郡,2002年建
2942,银河新都,2010年建
2944,兴银花园,1996年建
2947,报春二村,1994年建
2951,九方家园,2003年建
2952,南郊别墅（公寓）,2006年建
2953,春申玫瑰苑,2007年建
2954,东新街9号,
2955,虹桥首席,
2956,报春三村,1994年建
2961,未名园,2001年建
2962,朱行四村,1994年建
2963,都市雅筑,
2964,新浦江城（江栀路500弄）（公寓）,2009年建
2965,紫薇新村,1995年建
2970,西湖苑,1994年建
2974,绿梅二村,1994年建
2984,浦江红星国际广场（商住）,2014年建
2993,旭辉浦江国际广场（酒店式公寓）,2013年建
2995,万科七宝国际,2014年建
2997,梅莲苑,1998年建
3002,龙盛国际商业广场（商住）,
3003,宾川路380弄,2013年建
3006,卫春三街坊,2004年建
3009,剑桥馨苑,2006年建
3019,金俊苑,2000年建
3022,东苑世纪名门,2002年建
3024,大上海国际花园（四区）,1994年建
3026,天星路240弄,1995年建
3028,东兰兴城（木兰苑）,2001年建
3031,华都公寓,2000年建
3036,龙柏香榭苑,2001年建
3054,万科魅力之城,2004年建
3056,富仕名邸,2004年建
3059,圣陶沙花园（别墅）,2000年建
3065,虹莘新村,1999年建
3066,浦江世博家园十街坊,2006年建
3080,颛卫路155弄,1995年建
3089,静安新城（九区）,1998年建
3096,静安新城（二区）,2001年建
3098,万科朗润园,2006年建
3105,金汇名人苑三街坊,1996年建
3114,金汇丽舍,2002年建
3115,大上海国际花园（七区）,1999年建
3119,君临天下（别墅）,2001年建
3131,景谷路64弄,1994年建
3137,浦江世博家园五街坊,2005年建
3158,奥塞花园,2005年建
3162,金汇鸿锦苑,1999年建
3167,上海花园（别墅）,1992年建
3170,浦江世博家园九街坊,2006年建
3171,上海花园（公寓）,1996年建
3172,阳光乾城苑（公寓）,2004年建
3176,申莘新村,1995年建
3186,馥华苑,2003年建
3213,大上海国际花园（十区）,1996年建
3214,皇都花园（别墅）,2003年建
3219,大上海国际花园（十五区）,1999年建
3220,东碧林湾,2008年建
3231,徐汇芳邻,1994年建
3234,景丽苑,1998年建
3235,莘南新村,1994年建
3239,莘光苑,1999年建
3261,新浦江城（浦晓路112弄）,2013年建
3262,沁春园二村,1994年建
3271,万泰公寓,1999年建
3272,园艺新村,1995年建
3276,万博家园,2010年建
3277,瑞丽新村,1994年建
3278,爱博一村,2008年建
3290,金竹园,2001年建
3297,大上海国际花园（三区）,1994年建
3303,虹梅路2759弄,1994年建
3322,罗阳三村,1996年建
3323,丽华公寓（公寓）,2000年建
3347,中城绿苑,2005年建
3350,上中西路767弄,1998年建
3351,虹梅佳苑,2004年建
3355,华虹一公寓,1998年建
3356,金丰小区,1994年建
3357,富林苑（二期）,2005年建
3358,春意苑,2002年建
3360,星河景苑,2010年建
3362,诸新三村,1994年建
3364,东新街5号,
3367,公园天下,2002年建
3369,紫晶南园,2005年建
3373,华江小区,1980年建
3376,上陇新村,1994年建
3381,枫桦景苑,2006年建
3383,绿地春申花园,2003年建
3386,莘南花苑二村,1996年建
3388,团结花苑,1998年建
3392,金汇豪庭,2006年建
3394,银桥花园,1998年建
3399,湘府花园,2003年建
3400,绿梅一村,1993年建
3403,报春一村,1994年建
3409,申良花园,1994年建
3414,飞碟苑,2006年建
3415,双柏小区,1994年建
3418,闵富大厦,1999年建
3421,花苑二村,2004年建
3423,富林苑（三期）,2009年建
3425,谈中路179弄,1990年建
